ID,NAME,GENDER,KOREAN_GRADE,ENGLISH_GRADE,MATH_GRADE
100884,Jose,M,24,14,69
100885,Jameson,F,74,66,81
100886,Jace,M,32,69,90
100887,Leonardo,F,91,83,7
100888,Caroline,F,57,44,4
100889,Anna,M,44,25,81
100890,Bryson,M,19,29,46
100891,Nova,F,18,89,47
100892,Genesis,M,29,58,37
100893,Axel,F,14,44,59
100894,Everett,F,89,23,42
100895,Emilia,M,52,66,85
100896,Parker,M,6,75,30
100897,Kayden,M,57,10,67
100898,Miles,F,22,24,93
100899,Samantha,F,89,25,29
100900,Kennedy,M,25,78,21
100901,Maya,M,98,72,62
100902,Willow,F,79,42,30
100903,Sawyer,M,44,72,78
100904,Kinsley,F,84,15,51
100905,Jason,M,92,80,92
100906,Aaliyah,F,40,70,82
100907,Declan,F,65,44,20
100908,Naomi,M,30,63,48
100909,Weston,F,70,29,16
100910,Elena,F,45,46,4
100911,Sarah,M,75,90,82
100912,Micah,F,84,13,77
100913,Ariana,M,0,89,27
100914,Allison,F,10,1,42
100915,Gabriella,M,2,0,6
100916,Ayden,F,2,76,29
100917,Madelyn,F,53,50,53
100918,Alice,M,18,78,52
100919,Luca,F,25,71,56
100920,Wesley,M,0,77,62
100921,Cora,M,47,8,40
100922,Ruby,F,58,97,13
100923,Vincent,M,18,94,34
100924,Eva,M,80,23,66
100925,Serenity,F,40,87,17
100926,Zachary,F,27,75,46
100927,Autumn,F,61,44,34
100928,Silas,M,43,47,17
100929,Damian,M,9,50,39
100930,Hailey,F,88,49,9
100931,Gavin,F,43,46,2
100932,Adeline,F,28,65,33
100933,Chase,F,47,23,11
100934,Valentina,F,78,76,16
100935,Kai,F,43,53,80
100936,Gianna,M,13,66,54
100937,Harrison,F,45,29,42
100938,Emmett,F,26,69,10
100939,Isla,F,30,49,17
100940,Eliana,F,62,1,23
100941,Quinn,M,68,83,88
100942,Nevaeh,F,93,7,62
100943,Nathaniel,F,71,15,43
100944,Kingston,F,96,2,98
100945,Cole,F,32,21,71
100946,Tyler,M,40,91,22
100947,Bennett,F,54,44,51
100948,Ivy,M,67,79,75
100949,Bentley,F,46,91,12
100950,Sadie,M,48,9,52
100951,Ryker,F,57,84,94
100952,Piper,M,14,50,34
100953,Lydia,F,93,81,15
100954,Tristan,F,40,31,26
100955,Brandon,F,61,60,29
100956,Kevin,F,35,36,99
100957,Luis,M,82,4,56
100958,George,F,31,1,68
100959,Josephine,F,64,87,78
100960,Ashton,F,59,94,88
100961,Alexa,F,57,98,96
100962,Rowan,M,65,97,24
100963,Emery,M,84,74,98
100964,Ryder,M,83,93,94
100965,Julia,M,62,64,29
100966,Braxton,M,10,13,48
100967,Delilah,M,13,54,1
100968,Vivian,M,52,39,16
100969,Kaylee,M,80,33,77
100970,Arianna,M,9,94,42
100971,Gael,F,28,19,12
100972,Sophie,F,12,67,73
100973,Brielle,F,62,15,36
100974,Madeline,F,7,34,7
100975,Ivan,F,39,27,74
100976,Diego,F,81,84,16
100977,Peyton,M,7,17,4
100978,Rylee,M,16,21,54
100979,Maxwell,F,4,93,92
100980,Clara,M,3,90,29
100981,Juan,F,64,13,36
100982,Carlos,F,46,84,89
100983,Max,F,32,54,25
100984,Kaiden,M,57,69,18
100985,Hadley,M,22,20,32
100986,Melanie,M,33,22,54
100987,Reagan,F,29,39,67
100988,Maddox,F,82,93,18
100989,Mackenzie,M,17,68,0
100990,Adalynn,M,71,94,65
100991,Waylon,M,46,9,13
100992,Justin,M,19,28,69
100993,Calvin,F,73,71,9
100994,Aubree,F,69,66,93
100995,Liliana,M,14,37,95
100996,Jonah,F,16,68,45
100997,Giovanni,M,9,16,96
100998,Jade,F,6,95,10
100999,Katherine,F,53,10,84
101000,Abel,M,63,35,15
101001,Isabelle,F,43,48,11
101002,Jayce,M,70,86,11
101003,Natalia,F,38,58,95
101004,Jesus,F,28,1,8
101005,Raelynn,M,38,30,66
101006,Amir,F,65,51,82
101007,Athena,F,77,60,23
101008,Maria,M,46,26,49
101009,King,F,16,2,49
101010,Ximena,F,17,56,67
101011,Beau,F,0,83,95
101012,Arya,M,62,58,96
101013,Camden,F,71,51,71
101014,Leilani,F,51,10,99
101015,Alex,F,34,23,49
101016,Jasper,M,63,96,86
101017,Malachi,F,27,85,65
101018,Taylor,F,24,6,51
101019,Brody,F,70,50,8
101020,Jude,F,89,64,1
101021,Blake,F,95,1,13
101022,Rose,F,94,75,64
101023,Kylie,F,96,19,90
101024,Faith,M,20,48,4
101025,Emmanuel,M,83,32,26
101026,Alexandra,F,12,70,66
101027,Eric,F,25,6,60
101028,Elliot,F,33,68,90
101029,Brooks,F,5,26,70
101030,Abraham,F,36,64,70
101031,Antonio,M,21,22,26
101032,Timothy,F,56,52,95
101033,Mary,M,88,90,3
101034,Finn,M,4,94,47
101035,Margaret,M,68,39,63
101036,Rhett,M,9,81,61
101037,Lyla,M,74,55,48
101038,Edward,M,96,10,68
101039,Elliott,M,36,71,19
101040,August,F,48,63,19
101041,Ashley,F,36,49,47
101042,Xander,M,41,64,98
101043,Amaya,M,74,72,36
101044,Eliza,M,36,34,45
101045,Alan,M,85,54,58
101046,Dean,F,91,71,81
101047,Lorenzo,F,26,56,16
101048,Brianna,M,76,13,97
101049,Karter,F,89,57,30
101050,Bryce,M,46,97,14
101051,Victor,F,2,14,52
101052,Milo,F,45,43,95
101053,Miguel,F,51,63,65
101054,Hayden,F,34,53,17
101055,Graham,M,45,18,46
101056,Grant,F,44,35,16
101057,Bailey,M,1,25,37
101058,Andrea,F,1,13,58
101059,Khloe,F,60,69,52
101060,Zion,F,3,51,71
101061,Jasmine,F,66,66,17
101062,Tucker,F,53,50,40
101063,Melody,M,54,52,37
101064,Jesse,F,56,16,41
101065,Zayden,F,31,84,60
101066,Richard,F,87,4,30
101067,Joel,F,35,2,51
101068,Iris,F,59,31,61
101069,Emiliano,F,91,56,79
101070,Patrick,M,21,44,2
101071,Nicolas,F,93,62,89
101072,Avery,M,8,48,28
101073,Isabel,F,76,21,58
101074,Dawson,F,21,76,54
101075,Matteo,M,75,70,98
101076,Brantley,M,7,4,87
101077,Myles,M,66,74,11
101078,River,M,80,61,33
101079,Steven,F,38,22,56
101080,Thiago,M,64,23,50
101081,Zane,M,69,28,36
101082,Matias,F,81,92,86
101083,Norah,F,36,80,3
101084,Judah,M,41,52,83
101085,Annabelle,M,78,17,23
101086,Messiah,M,59,35,43
101087,Valeria,M,49,89,32
101088,Jeremy,F,0,27,26
101089,Preston,M,49,45,58
101090,Ryleigh,F,78,63,61
101091,Adalyn,F,77,25,44
101092,Oscar,M,15,38,98
101093,Emerson,M,49,44,0
101094,Kaleb,M,68,46,68
101095,Alejandro,F,39,60,69
101096,Emersyn,F,8,29,44
101097,Anastasia,F,83,46,21
101098,Eden,M,3,75,5
101099,Alyssa,M,37,52,4
101100,Kayla,M,29,44,54
101101,Marcus,M,19,80,46
101102,Charlie,F,94,23,15
101103,Mark,F,31,19,45
101104,Juliana,M,85,23,26
101105,Esther,F,31,39,75
101106,Peter,F,14,90,94
101107,Barrett,F,84,46,58
101108,Ariel,F,17,27,30
101109,Maximus,M,23,86,45
101110,Cecilia,F,99,30,99
101111,Valerie,M,41,26,49
101112,Alina,M,75,35,74
101113,Aliyah,F,87,39,24
101114,Reese,F,54,76,7
101115,Molly,M,48,33,52
101116,Lilly,F,81,57,97
101117,Parker,F,8,58,91
101118,Sydney,M,33,67,60
101119,Jax,M,14,69,63
101120,Andres,F,59,23,20
101121,Finley,M,26,55,70
101122,Morgan,M,50,34,65
101123,Jordyn,M,0,47,5
101124,Eloise,F,3,46,74
101125,Holden,F,52,30,3
101126,Charlie,F,42,77,0
101127,Trinity,F,42,64,10
101128,Legend,M,28,73,53
101129,Daisy,M,89,36,53
101130,Knox,F,2,10,88
101131,Lauren,F,2,35,31
101132,Sara,M,73,85,81
101133,Kimberly,M,55,26,24
101134,Genevieve,F,83,47,14
101135,Kaden,M,91,52,67
101136,Arabella,M,55,1,74
101137,Paxton,M,83,91,37
101138,Kyrie,F,12,4,11
101139,Kyle,F,14,53,91
101140,Harmony,F,26,12,35
101141,Elise,F,83,98,39
101142,Josue,F,95,12,95
101143,Griffin,M,87,2,27
101144,Beckett,F,43,17,0
101145,Kenneth,M,2,77,30
101146,Enzo,F,23,71,85
101147,Remi,F,57,69,90
101148,Adriel,F,70,71,98
101149,Teagan,M,50,81,22
101150,Arthur,F,22,99,41
101151,Alexis,M,89,59,69
101152,Bryan,F,62,79,67
101153,Felix,M,9,7,38
101154,London,M,3,6,28
101155,Lukas,M,11,85,25
101156,Paul,M,79,27,49
101157,Brian,F,20,79,10
101158,Laila,F,29,53,73
101159,Colt,F,24,41,42
101160,Sloane,M,3,4,28
101161,Lucia,M,68,6,63
101162,Juliette,F,66,9,18
101163,Diana,F,35,70,5
101164,Caden,F,66,74,71
101165,Leon,F,43,10,48
101166,Sienna,F,80,49,62
101167,Archer,M,32,54,72
101168,Londyn,M,81,77,42
101169,Ayla,F,80,47,26
101170,Elliana,F,16,86,98
101171,Omar,M,41,19,88
101172,Callie,M,94,46,57
101173,Israel,M,45,88,45
101174,Amara,F,63,24,99
101175,Jocelyn,F,79,47,82
101176,Josie,M,54,55,44
101177,Gracie,M,42,97,21
101178,Daniela,M,51,30,79
101179,Theo,F,75,23,1
101180,Aidan,F,0,77,22
101181,Rachel,M,56,20,77
101182,Javier,M,96,20,48
101183,Everleigh,M,13,10,49
101184,Mya,M,38,69,21
101185,Alana,F,56,90,16
101186,Remington,M,51,3,86
101187,Summer,M,0,71,66
101188,Brooke,M,36,68,67
101189,Alaina,F,41,3,43
101190,Jaden,F,42,31,90
101191,Presley,F,57,88,28
101192,Mckenzie,F,11,52,30
101193,Catherine,F,11,87,35
101194,Bradley,M,67,19,79
101195,Amy,M,12,84,65
101196,Emilio,F,43,94,46
101197,Journee,M,60,29,91
101198,Colin,M,99,4,18
101199,Brynlee,F,53,78,87
101200,Rosalie,M,6,56,79
101201,Ember,M,47,5,16
101202,Riley,F,56,59,80
101203,Cayden,F,81,17,5
101204,Phoenix,F,83,78,86
101205,Rowan,M,17,71,66
101206,Paige,M,25,24,11
101207,Joanna,M,2,86,22
101208,Ana,M,88,2,72
101209,Rebecca,M,27,27,98
101210,Clayton,F,45,99,35
101211,Simon,F,92,22,65
101212,Ace,F,55,70,51
101213,Sawyer,F,11,31,36
101214,Mariah,F,51,57,46
101215,Brooklynn,F,32,26,96
101216,Nicole,F,16,77,62
101217,Payton,F,10,55,69
101218,Marley,M,44,31,10
101219,Georgia,M,85,42,10
101220,Fiona,M,22,41,38
101221,Nash,M,17,18,87
101222,Lila,M,95,91,36
101223,Derek,M,90,58,69
101224,Harley,F,1,54,73
101225,Zander,F,51,3,15
101226,Rafael,M,35,21,32
101227,Brady,F,42,1,13
101228,Jorge,M,65,51,98
101229,Adelyn,F,6,80,62
101230,Jake,F,87,63,12
101231,Alivia,M,84,4,76
101232,Noelle,M,87,51,96
101233,Vanessa,F,74,6,47
101234,Gemma,F,90,39,3
101235,Louis,M,91,6,68
101236,Journey,F,77,21,57
101237,Makayla,M,81,36,50
101238,Angelina,M,82,40,1
101239,Julianna,M,93,53,40
101240,Adaline,M,30,48,99
101241,Catalina,M,45,6,26
101242,Leila,F,75,41,80
101243,Alayna,F,16,93,27
101244,Lola,F,53,61,99
101245,Damien,F,24,99,26
101246,Adriana,F,62,85,99
101247,June,M,74,0,54
101248,Karson,F,66,68,25
101249,Walker,F,76,59,6
101250,Jayla,F,68,96,42
101251,Juliet,M,19,75,19
101252,Maximiliano,M,30,64,90
101253,Tessa,M,71,85,49
101254,Amari,M,90,35,44
101255,River,M,33,6,53
101256,Lia,F,5,59,68
101257,Sean,F,61,28,67
101258,Selena,F,46,82,7
101259,Delaney,F,47,10,59
101260,Blakely,F,88,43,41
101261,Dakota,F,37,43,63
101262,Chance,M,51,17,87
101263,Walter,F,29,95,67
101264,Ada,F,44,24,50
101265,Martin,M,11,84,80
101266,Finley,F,28,2,14
101267,Camille,F,81,42,56
101268,Tobias,F,37,53,83
101269,Andre,F,19,2,13
101270,Cash,F,85,20,10
101271,Malia,M,98,3,99
101272,Zara,M,36,60,83
101273,Samara,F,73,71,98
101274,Hope,M,54,46,59
101275,Vera,M,73,2,4
101276,Corbin,F,4,23,94
101277,Arlo,M,85,40,97
101278,Mckenna,F,15,51,76
101279,Iker,M,12,29,53
101280,Briella,M,46,84,3
101281,Izabella,M,9,11,22
101282,Erick,M,73,63,91
101283,Michelle,F,76,77,24
101284,Raegan,F,64,94,41
101285,Hayden,F,27,56,55
101286,Gunner,M,80,92,97
101287,Emerson,M,86,49,69
101288,Angela,F,92,46,32
101289,Cody,M,75,33,94
101290,Francisco,F,95,62,14
101291,Stephen,F,76,40,13
101292,Ruth,M,55,42,18
101293,Kamila,F,16,76,43
101294,Freya,F,5,70,20
101295,Vivienne,M,16,89,0
101296,Killian,F,33,98,83
101297,Olive,F,68,61,39
101298,Aspen,F,59,77,56
101299,Reid,F,54,37,72
101300,Dallas,F,34,45,78
101301,Kendall,F,49,73,24
101302,Manuel,M,95,85,60
101303,Atlas,F,61,26,49
101304,Thea,F,86,61,47
101305,Elaina,M,18,5,52
101306,Lane,M,44,67,55
101307,Kali,F,63,0,57
101308,Jensen,M,45,58,92
101309,Destiny,M,26,62,60
101310,Ronan,M,81,73,9
101311,Rylan,M,2,71,51
101312,Evangeline,M,15,99,54
101313,Amiyah,M,6,41,56
101314,Cali,F,46,6,51
101315,Elsie,F,92,8,83
101316,Beckham,M,9,45,73
101317,Blake,M,78,51,90
101318,Juniper,F,90,26,61
101319,Daxton,F,81,83,4
101320,Alexandria,F,90,31,12
101321,Ariella,F,16,87,83
101322,Anderson,F,92,39,19
101323,Myla,M,0,45,63
101324,Kameron,F,54,78,77
101325,Kate,F,12,10,71
101326,Mariana,F,74,66,74
101327,Raymond,M,64,97,78
101328,Charlee,M,93,20,31
101329,Lilah,M,21,17,8
101330,Orion,F,72,2,9
101331,Tanner,F,88,24,88
101332,Cristian,M,21,53,71
101333,Jane,F,89,62,87
101334,Kyler,F,50,70,82
101335,Zuri,F,98,14,36
101336,Nyla,F,77,79,86
101337,Daleyza,F,80,17,85
101338,Maggie,F,43,3,16
101339,Cohen,F,80,99,97
101340,Jett,M,27,18,98
101341,Ricardo,F,13,49,45
101342,Lucille,F,47,36,57
101343,Aniyah,F,45,9,22
101344,Melissa,M,96,58,17
101345,Leia,F,28,40,80
101346,Amina,F,78,94,5
101347,Adelaide,F,38,18,43
101348,Giselle,F,93,97,66
101349,Lena,M,27,38,34
101350,Spencer,M,2,79,4
101351,Gideon,M,33,72,88
101352,Ali,F,39,76,22
101353,Miriam,M,77,5,16
101354,Fernando,M,24,92,50
101355,Millie,F,72,48,12
101356,Camilla,M,7,27,73
101357,Brynn,F,22,3,11
101358,Gabrielle,M,72,45,55
101359,Sage,F,6,1,87
101360,Annie,F,11,82,44
101361,Jaiden,M,40,1,35
101362,Titus,F,59,64,37
101363,Logan,M,97,69,10
101364,Travis,F,25,7,72
101365,Eduardo,M,90,3,55
101366,Bodhi,M,35,50,62
101367,Lilliana,F,84,72,46
101368,Dante,M,71,97,60
101369,Haven,F,36,98,20
101370,Ellis,M,42,5,51
101371,Prince,M,3,13,98
101372,Magnolia,F,80,61,87
101373,Jessica,F,38,38,29
101374,Luka,F,65,44,56
101375,Amira,F,98,1,25
101376,Kaia,F,47,37,40
101377,Kane,M,54,73,25
101378,Kash,M,80,80,12
101379,Adelynn,F,81,29,91
101380,Stephanie,M,26,97,61
101381,Makenzie,F,0,60,12
101382,Hendrix,F,11,73,48
101383,Mario,F,99,9,39
101384,Donovan,M,45,15,69
101385,Nina,M,60,63,26
101386,Desmond,M,38,81,3
101387,Cruz,F,28,23,34
101388,Phoebe,F,2,22,92
101389,Atticus,M,13,93,24
101390,Arielle,F,32,69,38
101391,Garrett,F,20,84,99
101392,Evie,M,34,30,16
101393,Alessandra,F,69,43,90
101394,Lyric,M,41,84,69
101395,Hector,M,90,86,89
101396,Angelo,F,1,10,48
101397,Edwin,M,28,13,29
101398,Cesar,M,55,42,81
101399,Jeffrey,M,4,20,58
101400,Devin,M,89,76,96
101401,Zayn,M,12,18,30
101402,Conor,F,18,39,80
101403,Gabriela,F,59,66,70
101404,Warren,M,22,35,79
101405,Odin,M,87,18,85
101406,Paislee,F,17,66,48
101407,Raelyn,M,65,33,19
101408,Jayceon,F,15,95,70
101409,Madilyn,F,29,96,92
101410,Paris,M,71,36,67
101411,Makenna,M,23,96,85
101412,Julius,F,78,41,13
101413,Romeo,M,21,7,17
101414,Talia,F,93,50,75
101415,Gracelyn,F,66,8,86
101416,Kinley,F,8,53,55
101417,Jaylen,M,32,39,52
101418,Maeve,F,19,51,93
101419,Hayes,F,69,58,71
101420,Rylie,F,61,78,37
101421,Jaxton,M,69,97,73
101422,Muhammad,M,68,43,3
101423,Kayson,M,11,34,56
101424,Joaquin,F,95,37,13
101425,Evelynn,M,25,87,99
101426,Kiara,M,17,60,72
101427,Brinley,M,73,57,24
101428,Caiden,F,16,93,12
101429,Jacqueline,M,14,30,93
101430,Major,M,54,31,66
101431,Sergio,F,97,12,69
101432,Dakota,F,7,18,76
101433,Laura,F,22,45,89
101434,Keegan,F,43,64,64
101435,Johnny,F,92,39,53
101436,Marshall,F,2,11,43
101437,Gracelynn,F,81,81,23
101438,Kade,F,88,25,60
101439,Edgar,F,31,90,40
101440,Lexi,F,15,45,98
101441,Ismael,F,90,12,61
101442,Ariah,F,64,49,90
101443,Leonel,M,35,66,0
101444,Marco,F,7,47,41
101445,Jennifer,F,47,55,68
101446,Fatima,M,17,20,92
101447,Wade,F,57,38,29
101448,Tyson,M,4,59,84
101449,Alani,F,74,75,59
101450,Collin,F,55,14,9
101451,Kehlani,M,28,4,20
101452,Luciana,F,60,6,83
101453,Allie,F,76,13,2
101454,Troy,F,18,88,54
101455,Nasir,F,59,71,42
101456,Heidi,F,83,51,33
101457,Ariyah,M,55,25,93
101458,Conner,F,65,94,26
101459,Maci,F,78,69,28
101460,Phoenix,M,93,14,0
101461,Felicity,F,89,73,98
101462,Adonis,F,43,81,15
101463,Joy,M,63,72,45
101464,Jared,M,70,46,15
101465,Kenzie,M,25,89,44
101466,Rory,M,76,60,35
101467,Andy,F,30,49,57
101468,Veronica,F,7,19,86
101469,Margot,F,96,28,95
101470,Lennox,F,15,78,1
101471,Shane,F,97,1,10
101472,Lana,F,63,74,38
101473,Jase,F,10,95,56
101474,Addilyn,M,55,80,24
101475,Remington,F,63,99,68
101476,Malik,F,12,77,84
101477,Cassidy,M,14,11,49
101478,Saylor,M,69,80,62
101479,Ari,M,16,56,86
101480,Reed,F,87,80,81
101481,Ryan,F,32,57,72
101482,Harlow,F,62,5,48
101483,Seth,M,98,36,42
101484,Keira,M,54,20,63
101485,Miranda,M,61,76,36
101486,Trevor,F,98,97,82
101487,Clark,F,9,58,66
101488,Lawson,F,44,96,69
101489,Erik,M,24,55,79
101490,Gage,F,41,12,62
101491,Daniella,F,27,93,64
101492,Royalty,F,69,16,77
101493,Amanda,M,26,23,18
101494,Angel,M,19,44,53
101495,Nico,M,89,34,64
101496,Gwendolyn,F,15,6,82
101497,Malakai,F,23,77,64
101498,Heaven,F,35,32,78
101499,Quinn,F,77,26,29
101500,Jordan,F,84,30,17
101501,Ophelia,M,22,91,53
101502,Cade,F,83,92,6
101503,Madeleine,M,23,10,80
101504,Esmeralda,M,45,94,14
101505,Kira,F,82,89,29
101506,Johnathan,M,47,32,82
101507,Sullivan,M,85,12,86
101508,Miracle,M,83,93,38
101509,Solomon,F,93,77,45
101510,Elle,F,82,84,76
101511,Cyrus,F,51,80,43
101512,Fabian,F,70,64,88
101513,Willa,F,63,66,97
101514,Daphne,M,62,7,52
101515,Amari,M,0,92,77
101516,Danielle,M,36,96,49
101517,Pedro,M,40,29,22
101518,Frank,M,78,46,77
101519,Haley,F,34,41,97
101520,Gia,F,64,26,36
101521,Shawn,F,1,18,39
101522,Malcolm,M,3,88,5
101523,Kaitlyn,F,27,81,25
101524,Nehemiah,M,80,68,12
101525,Khalil,M,13,1,32
101526,Oakley,F,66,38,21
101527,Mathias,F,68,98,54
101528,Kailani,F,67,41,27
101529,Winter,M,83,5,78
101530,Dalton,M,68,10,23
101531,Ibrahim,F,28,80,39
101532,Peyton,F,74,71,11
101533,Winston,F,43,78,76
101534,Jay,F,15,98,79
101535,Noel,F,96,76,47
101536,Alicia,F,4,70,54
101537,Kason,M,30,89,44
101538,Zayne,M,73,67,38
101539,Matthias,F,66,59,10
101540,Princeton,F,58,41,6
101541,Sterling,F,54,71,2
101542,Gregory,M,46,85,90
101543,Nadia,M,96,21,3
101544,Serena,M,78,5,66
101545,Dominick,F,4,70,60
101546,Braelynn,F,51,56,8
101547,Jada,F,25,30,42
101548,Aviana,M,7,8,25
101549,Dylan,M,52,76,10
101550,Demi,M,15,11,91
101551,Ainsley,F,7,28,46
101552,Russell,F,58,92,94
101553,Alison,F,8,69,66
101554,Camryn,F,11,54,77
101555,Elian,M,3,93,36
101556,Avianna,M,22,95,64
101557,Bianca,M,62,59,74
101558,Finnegan,F,47,17,88
101559,Skyler,F,56,48,93
101560,Scarlet,F,86,40,83
101561,Grady,M,4,40,34
101562,Nylah,M,82,10,90
101563,Maddison,M,30,25,78
101564,Dahlia,F,62,41,68
101565,Ruben,F,94,93,15
101566,Sarai,F,25,12,55
101567,Regina,F,59,6,22
101568,Helen,F,60,77,88
101569,Adrianna,F,79,85,72
101570,Porter,F,19,88,48
101571,Nayeli,F,2,67,31
101572,Leland,M,69,4,11
101573,Gianni,M,38,10,10
101574,Kendrick,M,69,57,17
101575,Raven,M,5,38,49
101576,Averie,F,20,17,54
101577,Tatum,F,35,8,34
101578,Kelsey,F,55,77,35
101579,Pablo,M,20,44,43
101580,Skye,M,24,9,40
101581,Kensley,M,70,70,68
101582,Maliyah,F,4,43,21
101583,Erin,F,38,12,19
101584,Viviana,M,88,51,33
101585,Jenna,F,7,5,71
101586,Carolina,F,35,80,40
101587,Anaya,F,8,5,34
101588,Allen,M,19,69,49
101589,Mikayla,F,39,84,48
101590,Hugo,F,69,74,7
101591,Annalise,F,41,1,30
101592,Octavia,F,64,26,64
101593,Sabrina,M,25,60,23
101594,Shelby,M,5,84,19
101595,Raiden,M,32,49,59
101596,Kolton,M,49,31,41
101597,Carmen,F,77,10,72
101598,Yaretzi,F,97,9,55
101599,Lennon,M,6,46,62
101600,Blair,F,11,30,96
101601,Kennedi,M,27,56,16
101602,Mabel,F,91,42,86
101603,Zariah,F,96,10,38
101604,Remy,F,47,19,71
101605,Christina,F,49,21,63
101606,Selah,M,86,14,94
101607,Kyla,M,9,43,83
101608,Celeste,M,93,14,14
101609,Milani,F,30,36,38
101610,Kylee,F,77,16,93
101611,Frances,F,47,32,96
101612,Eve,F,31,49,82
101613,Jimena,F,57,46,94
101614,Mckinley,F,7,11,82
101615,Ezequiel,F,2,35,56
101616,Damon,M,53,12,49
101617,Katie,F,17,33,19
101618,Otto,F,72,13,22
101619,Leighton,F,11,39,90
101620,Bowen,M,76,68,79
101621,Zaiden,M,51,18,33
101622,Aitana,M,55,6,47
101623,Emanuel,M,42,97,53
101624,Kasen,F,86,4,31
101625,Kayleigh,F,69,56,8
101626,Marcos,F,33,58,88
101627,Abram,M,72,83,79
101628,Sierra,F,5,64,24
101629,Kathryn,M,27,84,53
101630,Franklin,F,38,25,43
101631,Jolene,F,69,26,99
101632,Rosemary,M,53,72,44
101633,Royce,M,22,96,46
101634,Jonas,M,74,29,1
101635,Sage,F,16,58,55
101636,Elisa,F,33,4,76
101637,Alondra,F,4,61,74
101638,Charleigh,F,84,40,75
101639,Helena,F,52,88,63
101640,Philip,F,7,71,15
101641,Drake,F,76,0,83
101642,Esteban,M,23,68,82
101643,Kashton,M,85,71,72
101644,Hallie,F,14,22,10
101645,Roberto,F,68,15,32
101646,Lainey,M,81,97,94
101647,Harvey,M,85,48,14
101648,Alexis,F,53,79,26
101649,Jazlyn,F,76,65,50
101650,Avah,M,74,56,28
101651,Kian,F,33,94,71
101652,Francesca,F,89,7,4
101653,Jamison,F,61,91,62
101654,Maximilian,F,94,5,50
101655,Mira,F,19,26,52
101656,Kamryn,F,6,7,40
101657,Cheyenne,M,55,98,87
101658,Antonella,F,2,88,95
101659,Adan,F,12,83,89
101660,Milan,F,68,36,91
101661,Wren,M,61,43,39
101662,Amber,F,91,58,21
101663,Chelsea,M,27,10,89
101664,Phillip,M,30,6,53
101665,Dax,M,61,45,94
101666,Lorelei,M,94,27,14
101667,Ronin,M,70,36,16
101668,Albert,M,51,68,33
101669,Mohamed,F,9,73,82
101670,Emory,F,4,88,95
101671,Nia,M,55,37,7
101672,Emelia,M,35,31,1
101673,Cataleya,F,65,57,26
101674,April,F,0,77,38
101675,Carter,F,22,94,28
101676,Abby,F,19,94,10
101677,Kamden,M,27,26,91
101678,Carly,F,69,11,92
101679,Aylin,F,9,76,67
101680,Bethany,F,27,50,71
101681,Marlee,M,9,89,73
101682,Hank,F,22,22,46
101683,Emely,F,25,92,76
101684,Kaylani,F,12,19,63
101685,Liana,F,30,41,8
101686,Cadence,M,67,75,17
101687,Madelynn,M,52,64,97
101688,Myra,F,98,41,24
101689,Sylvia,F,58,20,95
101690,Memphis,F,14,27,42
101691,Oakley,F,34,23,49
101692,Augustus,F,95,94,41
101693,Matilda,F,29,13,93
101694,Drew,M,22,56,69
101695,Malaysia,F,98,50,26
101696,Moises,F,79,80,19
101697,Hattie,F,70,9,27
101698,Fernanda,F,47,84,71
101699,Oaklyn,M,3,53,57
101700,Elianna,M,64,58,33
101701,Dayana,M,97,73,19
101702,Maisie,F,41,55,80
101703,Rhys,F,66,48,21
101704,Armani,F,25,1,52
101705,Kendra,M,23,50,7
101706,Jayson,F,25,46,8
101707,Corey,F,76,74,68
101708,Benson,F,65,25,15
101709,Kyson,M,9,60,88
101710,Braylen,M,67,63,46
101711,Gunnar,F,46,87,57
101712,Omari,F,9,49,29
101713,Katelyn,F,72,33,61
101714,Kara,F,16,28,29
101715,Celine,F,62,41,20
101716,Maia,M,20,43,57
101717,Cameron,M,70,27,30
101718,Alonzo,M,79,62,15
101719,Landen,F,4,48,66
101720,Jayleen,F,43,47,80
101721,Holly,F,70,42,78
101722,Dexter,F,54,89,37
101723,Renata,F,15,48,61
101724,Armando,M,21,41,94
101725,Enrique,M,18,26,60
101726,Emmalyn,M,18,64,7
101727,Derrick,F,11,34,31
101728,Leona,F,93,57,93
101729,Nikolai,F,69,1,39
101730,Bruce,F,39,20,65
101731,Charli,M,16,86,54
101732,Azalea,M,66,14,0
101733,Kairo,F,75,18,19
101734,Rocco,F,14,8,39
101735,Francis,M,21,1,95
101736,Bristol,M,85,92,86
101737,Alejandra,F,8,40,61
101738,Zachariah,F,98,30,5
101739,Collins,M,37,44,75
101740,Royal,M,15,78,31
101741,Imani,M,82,56,78
101742,Meadow,M,96,14,12
101743,Alexia,M,75,70,5
101744,Arjun,M,97,73,18
101745,Leslie,F,83,81,38
101746,Kaydence,F,49,48,27
101747,Edith,M,71,57,72
101748,Skyler,M,82,44,59
101749,Deacon,M,80,27,46
101750,Eden,F,97,14,62
101751,Aisha,F,41,51,62
101752,Kora,F,15,1,15
101753,Meredith,F,32,70,0
101754,Lilith,M,13,93,84
101755,Michaela,F,44,45,69
101756,Wynter,F,25,80,76
101757,Alijah,M,41,49,87
101758,Danna,M,4,8,13
101759,Julieta,M,54,82,34
